start_scan,end_scan,year,julian_day,hour,minute,state,min,mean,std,max,timestamp
20193381110200,20193381119519,2019,338,11,10,ACRE,266.052490234375,293.99481201171875,3.3407084941864014,297.76239013671875,1575468600
20193381110200,20193381119519,2019,338,11,10,ALAGOAS,226.66091918945312,273.2870788574219,16.764339447021484,292.6617736816406,1575468600
20193381110200,20193381119519,2019,338,11,10,AMAZONAS,206.07403564453125,286.395751953125,13.114012718200684,297.3936767578125,1575468600
20193381110200,20193381119519,2019,338,11,10,AMAPA,275.82354736328125,294.3638916015625,1.5452543497085571,300.22052001953125,1575468600
20193381110200,20193381119519,2019,338,11,10,BAHIA,207.18020629882812,268.5862731933594,24.752405166625977,298.9300231933594,1575468600
20193381110200,20193381119519,2019,338,11,10,CEARA,212.95681762695312,274.9125061035156,20.936819076538086,293.0919494628906,1575468600
20193381110200,20193381119519,2019,338,11,10,DISTRITO FEDERAL,286.76226806640625,291.4810791015625,1.987614631652832,294.01373291015625,1575468600
20193381110200,20193381119519,2019,338,11,10,ESPIRITO SANTO,282.9521484375,290.6455993652344,1.4852516651153564,292.3544921875,1575468600
20193381110200,20193381119519,2019,338,11,10,GOIAS,239.074462890625,291.9471130371094,3.2685532569885254,295.1199035644531,1575468600
20193381110200,20193381119519,2019,338,11,10,MARANHAO,205.39805603027344,264.82415771484375,26.703914642333984,295.2427978515625,1575468600
20193381110200,20193381119519,2019,338,11,10,MINAS GERAIS,229.54922485351562,289.9049987792969,4.697979927062988,294.935546875,1575468600
20193381110200,20193381119519,2019,338,11,10,MATO GROSSO DO SUL,249.27572631835938,291.6151123046875,3.860867500305176,295.8573303222656,1575468600
20193381110200,20193381119519,2019,338,11,10,MATO GROSSO,200.66615295410156,289.119873046875,12.114636421203613,296.59478759765625,1575468600
20193381110200,20193381119519,2019,338,11,10,PARA,200.66615295410156,273.4383850097656,25.67626190185547,296.2875061035156,1575468600
20193381110200,20193381119519,2019,338,11,10,PARAIBA,232.06878662109375,283.2088928222656,11.61839485168457,292.78466796875,1575468600
20193381110200,20193381119519,2019,338,11,10,PERNAMBUCO,212.95681762695312,280.0894775390625,17.566556930541992,293.21484375,1575468600
20193381110200,20193381119519,2019,338,11,10,PIAUI,205.39805603027344,259.7819519042969,25.941225051879883,293.58355712890625,1575468600
20193381110200,20193381119519,2019,338,11,10,PARANA,234.158203125,289.7524719238281,5.505457401275635,294.0751953125,1575468600
20193381110200,20193381119519,2019,338,11,10,RIO DE JANEIRO,279.26495361328125,286.37646484375,3.986311197280884,292.78466796875,1575468600
20193381110200,20193381119519,2019,338,11,10,RIO GRANDE DO NORTE,229.97940063476562,286.5992126464844,9.274740219116211,292.3544921875,1575468600
20193381110200,20193381119519,2019,338,11,10,RONDONIA,262.4881896972656,294.0510559082031,3.4600675106048584,297.3936767578125,1575468600
20193381110200,20193381119519,2019,338,11,10,RORAIMA,233.78948974609375,291.55950927734375,4.196696758270264,297.88531494140625,1575468600
20193381110200,20193381119519,2019,338,11,10,RIO GRANDE DO SUL,250.87350463867188,287.7558288574219,4.6525444984436035,293.0304870605469,1575468600
20193381110200,20193381119519,2019,338,11,10,SANTA CATARINA,282.3376159667969,290.1893615722656,2.2730534076690674,293.3992004394531,1575468600
20193381110200,20193381119519,2019,338,11,10,SERGIPE,223.03515625,266.24969482421875,19.145248413085938,291.67852783203125,1575468600
20193381110200,20193381119519,2019,338,11,10,SAO PAULO,234.158203125,288.69146728515625,5.461969375610352,294.935546875,1575468600
20193381110200,20193381119519,2019,338,11,10,TOCANTINS,205.39805603027344,255.8145751953125,26.37089729309082,294.44390869140625,1575468600
