left,top,right,bottom,NUMPOINTS
-44.364415676567596,-10.691085782352939,-43.913965226117142,-11.141536232803389,"0"
-43.913965226117142,-10.691085782352939,-43.463514775666688,-11.141536232803389,"0"
-43.463514775666688,-10.691085782352939,-43.013064325216234,-11.141536232803389,"0"
-43.013064325216234,-10.691085782352939,-42.562613874765781,-11.141536232803389,"0"
-42.562613874765781,-10.691085782352939,-42.112163424315327,-11.141536232803389,"0"
-42.112163424315327,-10.691085782352939,-41.661712973864873,-11.141536232803389,"0"
-41.661712973864873,-10.691085782352939,-41.211262523414419,-11.141536232803389,"0"
-41.211262523414419,-10.691085782352939,-40.760812072963965,-11.141536232803389,"0"
-40.760812072963965,-10.691085782352939,-40.310361622513511,-11.141536232803389,"0"
-40.310361622513511,-10.691085782352939,-39.859911172063057,-11.141536232803389,"0"
-39.859911172063057,-10.691085782352939,-39.409460721612604,-11.141536232803389,"0"
-39.409460721612604,-10.691085782352939,-38.959010271162150,-11.141536232803389,"0"
-38.959010271162150,-10.691085782352939,-38.508559820711696,-11.141536232803389,"0"
-38.508559820711696,-10.691085782352939,-38.058109370261242,-11.141536232803389,"0"
-38.058109370261242,-10.691085782352939,-37.607658919810788,-11.141536232803389,"0"
-37.607658919810788,-10.691085782352939,-37.157208469360334,-11.141536232803389,"0"
-46.616667928819865,-11.141536232803389,-46.166217478369411,-11.591986683253840,"0"
-46.166217478369411,-11.141536232803389,-45.715767027918957,-11.591986683253840,"0"
-45.715767027918957,-11.141536232803389,-45.265316577468504,-11.591986683253840,"1"
-45.265316577468504,-11.141536232803389,-44.814866127018050,-11.591986683253840,"0"
-44.814866127018050,-11.141536232803389,-44.364415676567596,-11.591986683253840,"4"
-44.364415676567596,-11.141536232803389,-43.913965226117142,-11.591986683253840,"0"
-43.913965226117142,-11.141536232803389,-43.463514775666688,-11.591986683253840,"0"
-43.463514775666688,-11.141536232803389,-43.013064325216234,-11.591986683253840,"0"
-43.013064325216234,-11.141536232803389,-42.562613874765781,-11.591986683253840,"0"
-42.562613874765781,-11.141536232803389,-42.112163424315327,-11.591986683253840,"0"
-42.112163424315327,-11.141536232803389,-41.661712973864873,-11.591986683253840,"0"
-41.661712973864873,-11.141536232803389,-41.211262523414419,-11.591986683253840,"0"
-41.211262523414419,-11.141536232803389,-40.760812072963965,-11.591986683253840,"0"
-40.760812072963965,-11.141536232803389,-40.310361622513511,-11.591986683253840,"0"
-40.310361622513511,-11.141536232803389,-39.859911172063057,-11.591986683253840,"0"
-39.859911172063057,-11.141536232803389,-39.409460721612604,-11.591986683253840,"0"
-39.409460721612604,-11.141536232803389,-38.959010271162150,-11.591986683253840,"0"
-38.959010271162150,-11.141536232803389,-38.508559820711696,-11.591986683253840,"0"
-38.508559820711696,-11.141536232803389,-38.058109370261242,-11.591986683253840,"0"
-38.058109370261242,-11.141536232803389,-37.607658919810788,-11.591986683253840,"0"
-37.607658919810788,-11.141536232803389,-37.157208469360334,-11.591986683253840,"0"
-46.616667928819865,-11.591986683253840,-46.166217478369411,-12.042437133704290,"0"
-46.166217478369411,-11.591986683253840,-45.715767027918957,-12.042437133704290,"0"
-45.715767027918957,-11.591986683253840,-45.265316577468504,-12.042437133704290,"0"
-45.265316577468504,-11.591986683253840,-44.814866127018050,-12.042437133704290,"0"
-44.814866127018050,-11.591986683253840,-44.364415676567596,-12.042437133704290,"20"
-44.364415676567596,-11.591986683253840,-43.913965226117142,-12.042437133704290,"0"
-43.913965226117142,-11.591986683253840,-43.463514775666688,-12.042437133704290,"0"
-43.463514775666688,-11.591986683253840,-43.013064325216234,-12.042437133704290,"0"
-43.013064325216234,-11.591986683253840,-42.562613874765781,-12.042437133704290,"0"
-42.562613874765781,-11.591986683253840,-42.112163424315327,-12.042437133704290,"0"
-42.112163424315327,-11.591986683253840,-41.661712973864873,-12.042437133704290,"0"
-41.661712973864873,-11.591986683253840,-41.211262523414419,-12.042437133704290,"0"
-41.211262523414419,-11.591986683253840,-40.760812072963965,-12.042437133704290,"0"
-40.760812072963965,-11.591986683253840,-40.310361622513511,-12.042437133704290,"0"
-40.310361622513511,-11.591986683253840,-39.859911172063057,-12.042437133704290,"0"
-39.859911172063057,-11.591986683253840,-39.409460721612604,-12.042437133704290,"0"
-39.409460721612604,-11.591986683253840,-38.959010271162150,-12.042437133704290,"0"
-38.959010271162150,-11.591986683253840,-38.508559820711696,-12.042437133704290,"0"
-38.508559820711696,-11.591986683253840,-38.058109370261242,-12.042437133704290,"0"
-38.058109370261242,-11.591986683253840,-37.607658919810788,-12.042437133704290,"0"
-37.607658919810788,-11.591986683253840,-37.157208469360334,-12.042437133704290,"0"
-46.616667928819865,-12.042437133704290,-46.166217478369411,-12.492887584154740,"0"
-46.166217478369411,-12.042437133704290,-45.715767027918957,-12.492887584154740,"0"
-45.715767027918957,-12.042437133704290,-45.265316577468504,-12.492887584154740,"2"
-45.265316577468504,-12.042437133704290,-44.814866127018050,-12.492887584154740,"12"
-44.814866127018050,-12.042437133704290,-44.364415676567596,-12.492887584154740,"2"
-44.364415676567596,-12.042437133704290,-43.913965226117142,-12.492887584154740,"14"
-43.913965226117142,-12.042437133704290,-43.463514775666688,-12.492887584154740,"2"
-43.463514775666688,-12.042437133704290,-43.013064325216234,-12.492887584154740,"0"
-43.013064325216234,-12.042437133704290,-42.562613874765781,-12.492887584154740,"0"
-42.562613874765781,-12.042437133704290,-42.112163424315327,-12.492887584154740,"0"
-42.112163424315327,-12.042437133704290,-41.661712973864873,-12.492887584154740,"0"
-41.661712973864873,-12.042437133704290,-41.211262523414419,-12.492887584154740,"0"
-41.211262523414419,-12.042437133704290,-40.760812072963965,-12.492887584154740,"0"
-40.760812072963965,-12.042437133704290,-40.310361622513511,-12.492887584154740,"0"
-40.310361622513511,-12.042437133704290,-39.859911172063057,-12.492887584154740,"0"
-39.859911172063057,-12.042437133704290,-39.409460721612604,-12.492887584154740,"0"
-39.409460721612604,-12.042437133704290,-38.959010271162150,-12.492887584154740,"0"
-38.959010271162150,-12.042437133704290,-38.508559820711696,-12.492887584154740,"0"
-38.508559820711696,-12.042437133704290,-38.058109370261242,-12.492887584154740,"0"
-38.058109370261242,-12.042437133704290,-37.607658919810788,-12.492887584154740,"0"
-37.607658919810788,-12.042437133704290,-37.157208469360334,-12.492887584154740,"0"
-46.616667928819865,-12.492887584154740,-46.166217478369411,-12.943338034605191,"0"
-46.166217478369411,-12.492887584154740,-45.715767027918957,-12.943338034605191,"0"
-45.715767027918957,-12.492887584154740,-45.265316577468504,-12.943338034605191,"0"
-45.265316577468504,-12.492887584154740,-44.814866127018050,-12.943338034605191,"24"
-44.814866127018050,-12.492887584154740,-44.364415676567596,-12.943338034605191,"8"
-44.364415676567596,-12.492887584154740,-43.913965226117142,-12.943338034605191,"0"
-43.913965226117142,-12.492887584154740,-43.463514775666688,-12.943338034605191,"0"
-43.463514775666688,-12.492887584154740,-43.013064325216234,-12.943338034605191,"3"
-43.013064325216234,-12.492887584154740,-42.562613874765781,-12.943338034605191,"0"
-42.562613874765781,-12.492887584154740,-42.112163424315327,-12.943338034605191,"0"
-42.112163424315327,-12.492887584154740,-41.661712973864873,-12.943338034605191,"0"
-41.661712973864873,-12.492887584154740,-41.211262523414419,-12.943338034605191,"0"
-41.211262523414419,-12.492887584154740,-40.760812072963965,-12.943338034605191,"0"
-40.760812072963965,-12.492887584154740,-40.310361622513511,-12.943338034605191,"0"
-40.310361622513511,-12.492887584154740,-39.859911172063057,-12.943338034605191,"0"
-39.859911172063057,-12.492887584154740,-39.409460721612604,-12.943338034605191,"0"
-39.409460721612604,-12.492887584154740,-38.959010271162150,-12.943338034605191,"0"
-38.959010271162150,-12.492887584154740,-38.508559820711696,-12.943338034605191,"0"
-38.508559820711696,-12.492887584154740,-38.058109370261242,-12.943338034605191,"0"
-38.058109370261242,-12.492887584154740,-37.607658919810788,-12.943338034605191,"0"
-37.607658919810788,-12.492887584154740,-37.157208469360334,-12.943338034605191,"0"
-46.616667928819865,-12.943338034605191,-46.166217478369411,-13.393788485055641,"0"
-46.166217478369411,-12.943338034605191,-45.715767027918957,-13.393788485055641,"0"
-45.715767027918957,-12.943338034605191,-45.265316577468504,-13.393788485055641,"2"
-45.265316577468504,-12.943338034605191,-44.814866127018050,-13.393788485055641,"19"
-44.814866127018050,-12.943338034605191,-44.364415676567596,-13.393788485055641,"18"
-44.364415676567596,-12.943338034605191,-43.913965226117142,-13.393788485055641,"5"
-43.913965226117142,-12.943338034605191,-43.463514775666688,-13.393788485055641,"6"
-43.463514775666688,-12.943338034605191,-43.013064325216234,-13.393788485055641,"0"
-43.013064325216234,-12.943338034605191,-42.562613874765781,-13.393788485055641,"0"
-42.562613874765781,-12.943338034605191,-42.112163424315327,-13.393788485055641,"0"
-42.112163424315327,-12.943338034605191,-41.661712973864873,-13.393788485055641,"0"
-41.661712973864873,-12.943338034605191,-41.211262523414419,-13.393788485055641,"0"
-41.211262523414419,-12.943338034605191,-40.760812072963965,-13.393788485055641,"0"
-40.760812072963965,-12.943338034605191,-40.310361622513511,-13.393788485055641,"0"
-40.310361622513511,-12.943338034605191,-39.859911172063057,-13.393788485055641,"0"
-39.859911172063057,-12.943338034605191,-39.409460721612604,-13.393788485055641,"0"
-39.409460721612604,-12.943338034605191,-38.959010271162150,-13.393788485055641,"0"
-38.959010271162150,-12.943338034605191,-38.508559820711696,-13.393788485055641,"0"
-38.508559820711696,-12.943338034605191,-38.058109370261242,-13.393788485055641,"0"
-38.058109370261242,-12.943338034605191,-37.607658919810788,-13.393788485055641,"0"
-37.607658919810788,-12.943338034605191,-37.157208469360334,-13.393788485055641,"0"
-46.616667928819865,-13.393788485055641,-46.166217478369411,-13.844238935506091,"0"
-46.166217478369411,-13.393788485055641,-45.715767027918957,-13.844238935506091,"0"
-45.715767027918957,-13.393788485055641,-45.265316577468504,-13.844238935506091,"0"
-45.265316577468504,-13.393788485055641,-44.814866127018050,-13.844238935506091,"13"
-44.814866127018050,-13.393788485055641,-44.364415676567596,-13.844238935506091,"2"
-44.364415676567596,-13.393788485055641,-43.913965226117142,-13.844238935506091,"0"
-43.913965226117142,-13.393788485055641,-43.463514775666688,-13.844238935506091,"0"
-43.463514775666688,-13.393788485055641,-43.013064325216234,-13.844238935506091,"0"
-43.013064325216234,-13.393788485055641,-42.562613874765781,-13.844238935506091,"0"
-42.562613874765781,-13.393788485055641,-42.112163424315327,-13.844238935506091,"0"
-42.112163424315327,-13.393788485055641,-41.661712973864873,-13.844238935506091,"0"
-41.661712973864873,-13.393788485055641,-41.211262523414419,-13.844238935506091,"0"
-41.211262523414419,-13.393788485055641,-40.760812072963965,-13.844238935506091,"0"
-40.760812072963965,-13.393788485055641,-40.310361622513511,-13.844238935506091,"0"
-40.310361622513511,-13.393788485055641,-39.859911172063057,-13.844238935506091,"0"
-39.859911172063057,-13.393788485055641,-39.409460721612604,-13.844238935506091,"0"
-39.409460721612604,-13.393788485055641,-38.959010271162150,-13.844238935506091,"0"
-38.959010271162150,-13.393788485055641,-38.508559820711696,-13.844238935506091,"0"
-38.508559820711696,-13.393788485055641,-38.058109370261242,-13.844238935506091,"0"
-38.058109370261242,-13.393788485055641,-37.607658919810788,-13.844238935506091,"0"
-37.607658919810788,-13.393788485055641,-37.157208469360334,-13.844238935506091,"0"
-46.616667928819865,-13.844238935506091,-46.166217478369411,-14.294689385956541,"0"
-46.166217478369411,-13.844238935506091,-45.715767027918957,-14.294689385956541,"0"
-45.715767027918957,-13.844238935506091,-45.265316577468504,-14.294689385956541,"1"
-45.265316577468504,-13.844238935506091,-44.814866127018050,-14.294689385956541,"10"
-44.814866127018050,-13.844238935506091,-44.364415676567596,-14.294689385956541,"0"
-44.364415676567596,-13.844238935506091,-43.913965226117142,-14.294689385956541,"0"
-43.913965226117142,-13.844238935506091,-43.463514775666688,-14.294689385956541,"0"
-43.463514775666688,-13.844238935506091,-43.013064325216234,-14.294689385956541,"0"
-43.013064325216234,-13.844238935506091,-42.562613874765781,-14.294689385956541,"0"
-42.562613874765781,-13.844238935506091,-42.112163424315327,-14.294689385956541,"0"
-42.112163424315327,-13.844238935506091,-41.661712973864873,-14.294689385956541,"0"
-41.661712973864873,-13.844238935506091,-41.211262523414419,-14.294689385956541,"0"
-41.211262523414419,-13.844238935506091,-40.760812072963965,-14.294689385956541,"0"
-40.760812072963965,-13.844238935506091,-40.310361622513511,-14.294689385956541,"0"
-40.310361622513511,-13.844238935506091,-39.859911172063057,-14.294689385956541,"0"
-39.859911172063057,-13.844238935506091,-39.409460721612604,-14.294689385956541,"0"
-39.409460721612604,-13.844238935506091,-38.959010271162150,-14.294689385956541,"0"
-38.959010271162150,-13.844238935506091,-38.508559820711696,-14.294689385956541,"0"
-38.508559820711696,-13.844238935506091,-38.058109370261242,-14.294689385956541,"0"
-38.058109370261242,-13.844238935506091,-37.607658919810788,-14.294689385956541,"0"
-37.607658919810788,-13.844238935506091,-37.157208469360334,-14.294689385956541,"0"
-46.616667928819865,-14.294689385956541,-46.166217478369411,-14.745139836406992,"0"
-46.166217478369411,-14.294689385956541,-45.715767027918957,-14.745139836406992,"0"
-45.715767027918957,-14.294689385956541,-45.265316577468504,-14.745139836406992,"0"
-45.265316577468504,-14.294689385956541,-44.814866127018050,-14.745139836406992,"0"
-44.814866127018050,-14.294689385956541,-44.364415676567596,-14.745139836406992,"0"
-44.364415676567596,-14.294689385956541,-43.913965226117142,-14.745139836406992,"0"
-43.913965226117142,-14.294689385956541,-43.463514775666688,-14.745139836406992,"0"
-43.463514775666688,-14.294689385956541,-43.013064325216234,-14.745139836406992,"0"
-43.013064325216234,-14.294689385956541,-42.562613874765781,-14.745139836406992,"0"
-42.562613874765781,-14.294689385956541,-42.112163424315327,-14.745139836406992,"0"
-42.112163424315327,-14.294689385956541,-41.661712973864873,-14.745139836406992,"0"
-41.661712973864873,-14.294689385956541,-41.211262523414419,-14.745139836406992,"0"
-41.211262523414419,-14.294689385956541,-40.760812072963965,-14.745139836406992,"0"
-40.760812072963965,-14.294689385956541,-40.310361622513511,-14.745139836406992,"0"
-40.310361622513511,-14.294689385956541,-39.859911172063057,-14.745139836406992,"0"
-39.859911172063057,-14.294689385956541,-39.409460721612604,-14.745139836406992,"0"
-39.409460721612604,-14.294689385956541,-38.959010271162150,-14.745139836406992,"0"
-38.959010271162150,-14.294689385956541,-38.508559820711696,-14.745139836406992,"0"
-38.508559820711696,-14.294689385956541,-38.058109370261242,-14.745139836406992,"0"
-38.058109370261242,-14.294689385956541,-37.607658919810788,-14.745139836406992,"0"
-37.607658919810788,-14.294689385956541,-37.157208469360334,-14.745139836406992,"0"
-46.616667928819865,-14.745139836406992,-46.166217478369411,-15.195590286857442,"0"
-46.166217478369411,-14.745139836406992,-45.715767027918957,-15.195590286857442,"0"
-45.715767027918957,-14.745139836406992,-45.265316577468504,-15.195590286857442,"0"
-45.265316577468504,-14.745139836406992,-44.814866127018050,-15.195590286857442,"0"
-44.814866127018050,-14.745139836406992,-44.364415676567596,-15.195590286857442,"0"
-44.364415676567596,-14.745139836406992,-43.913965226117142,-15.195590286857442,"0"
-43.913965226117142,-14.745139836406992,-43.463514775666688,-15.195590286857442,"0"
-43.463514775666688,-14.745139836406992,-43.013064325216234,-15.195590286857442,"0"
-43.013064325216234,-14.745139836406992,-42.562613874765781,-15.195590286857442,"0"
-42.562613874765781,-14.745139836406992,-42.112163424315327,-15.195590286857442,"0"
-42.112163424315327,-14.745139836406992,-41.661712973864873,-15.195590286857442,"0"
-41.661712973864873,-14.745139836406992,-41.211262523414419,-15.195590286857442,"0"
-41.211262523414419,-14.745139836406992,-40.760812072963965,-15.195590286857442,"0"
-40.760812072963965,-14.745139836406992,-40.310361622513511,-15.195590286857442,"0"
-40.310361622513511,-14.745139836406992,-39.859911172063057,-15.195590286857442,"0"
-39.859911172063057,-14.745139836406992,-39.409460721612604,-15.195590286857442,"0"
-39.409460721612604,-14.745139836406992,-38.959010271162150,-15.195590286857442,"0"
-38.959010271162150,-14.745139836406992,-38.508559820711696,-15.195590286857442,"0"
-38.508559820711696,-14.745139836406992,-38.058109370261242,-15.195590286857442,"0"
-38.058109370261242,-14.745139836406992,-37.607658919810788,-15.195590286857442,"0"
-37.607658919810788,-14.745139836406992,-37.157208469360334,-15.195590286857442,"0"
-46.616667928819865,-15.195590286857442,-46.166217478369411,-15.646040737307892,"0"
-46.166217478369411,-15.195590286857442,-45.715767027918957,-15.646040737307892,"0"
-45.715767027918957,-15.195590286857442,-45.265316577468504,-15.646040737307892,"0"
-45.265316577468504,-15.195590286857442,-44.814866127018050,-15.646040737307892,"0"
-44.814866127018050,-15.195590286857442,-44.364415676567596,-15.646040737307892,"0"
-44.364415676567596,-15.195590286857442,-43.913965226117142,-15.646040737307892,"0"
-43.913965226117142,-15.195590286857442,-43.463514775666688,-15.646040737307892,"0"
-43.463514775666688,-15.195590286857442,-43.013064325216234,-15.646040737307892,"0"
-43.013064325216234,-15.195590286857442,-42.562613874765781,-15.646040737307892,"0"
-42.562613874765781,-15.195590286857442,-42.112163424315327,-15.646040737307892,"0"
-42.112163424315327,-15.195590286857442,-41.661712973864873,-15.646040737307892,"0"
-41.661712973864873,-15.195590286857442,-41.211262523414419,-15.646040737307892,"0"
-41.211262523414419,-15.195590286857442,-40.760812072963965,-15.646040737307892,"0"
-40.760812072963965,-15.195590286857442,-40.310361622513511,-15.646040737307892,"0"
-40.310361622513511,-15.195590286857442,-39.859911172063057,-15.646040737307892,"0"
-39.859911172063057,-15.195590286857442,-39.409460721612604,-15.646040737307892,"0"
-39.409460721612604,-15.195590286857442,-38.959010271162150,-15.646040737307892,"0"
-38.959010271162150,-15.195590286857442,-38.508559820711696,-15.646040737307892,"1"
-38.508559820711696,-15.195590286857442,-38.058109370261242,-15.646040737307892,"1"
-38.058109370261242,-15.195590286857442,-37.607658919810788,-15.646040737307892,"0"
-37.607658919810788,-15.195590286857442,-37.157208469360334,-15.646040737307892,"0"
-46.616667928819865,-15.646040737307892,-46.166217478369411,-16.096491187758343,"0"
-46.166217478369411,-15.646040737307892,-45.715767027918957,-16.096491187758343,"0"
-45.715767027918957,-15.646040737307892,-45.265316577468504,-16.096491187758343,"0"
-45.265316577468504,-15.646040737307892,-44.814866127018050,-16.096491187758343,"0"
-44.814866127018050,-15.646040737307892,-44.364415676567596,-16.096491187758343,"0"
-44.364415676567596,-15.646040737307892,-43.913965226117142,-16.096491187758343,"0"
-43.913965226117142,-15.646040737307892,-43.463514775666688,-16.096491187758343,"0"
-43.463514775666688,-15.646040737307892,-43.013064325216234,-16.096491187758343,"0"
-43.013064325216234,-15.646040737307892,-42.562613874765781,-16.096491187758343,"0"
-42.562613874765781,-15.646040737307892,-42.112163424315327,-16.096491187758343,"0"
-42.112163424315327,-15.646040737307892,-41.661712973864873,-16.096491187758343,"0"
-41.661712973864873,-15.646040737307892,-41.211262523414419,-16.096491187758343,"0"
