start_scan,end_scan,year,julian_day,hour,minute,flash_lon,flash_lat,geometry
20192972051400,20192972052000,2019,297,20,51,-62.452957,-12.68055,POINT (-62.45295715332031 -12.68054962158203)
20192972051400,20192972052000,2019,297,20,51,-50.073257,-19.174528,POINT (-50.07325744628906 -19.17452812194824)
20192972051400,20192972052000,2019,297,20,51,-46.70431,-21.26246,POINT (-46.70431137084961 -21.26246070861816)
20192972051400,20192972052000,2019,297,20,51,-104.099724,25.501413,POINT (-104.099723815918 25.50141334533691)
20192972051400,20192972052000,2019,297,20,51,-53.47636,-11.798258,POINT (-53.47636032104492 -11.79825782775879)
20192972051400,20192972052000,2019,297,20,51,-40.567265,-15.509723,POINT (-40.56726455688477 -15.50972270965576)
20192972051400,20192972052000,2019,297,20,51,-63.351223,-34.461235,POINT (-63.35122299194336 -34.46123504638672)
20192972051400,20192972052000,2019,297,20,51,-48.848366,-7.976747,POINT (-48.84836578369141 -7.976747035980225)
20192972051400,20192972052000,2019,297,20,51,-59.594254,0.2217956,POINT (-59.59425354003906 0.2217956036329269)
20192972051400,20192972052000,2019,297,20,51,-98.02425,33.524326,POINT (-98.02424621582031 33.52432632446289)
20192972051400,20192972052000,2019,297,20,51,-47.014347,-21.37832,POINT (-47.01434707641602 -21.37832069396973)
20192972051400,20192972052000,2019,297,20,51,-97.741394,28.374966,POINT (-97.74139404296875 28.37496566772461)
20192972051400,20192972052000,2019,297,20,51,-55.4206,-11.546124,POINT (-55.42060089111328 -11.54612445831299)
20192972051400,20192972052000,2019,297,20,51,-42.28866,-15.755909,POINT (-42.28865814208984 -15.75590896606445)
20192972051400,20192972052000,2019,297,20,51,-64.977554,-2.4827936,POINT (-64.97755432128906 -2.482793569564819)
20192972051400,20192972052000,2019,297,20,51,-50.741962,-13.981369,POINT (-50.74196243286133 -13.98136901855469)
20192972051400,20192972052000,2019,297,20,51,-64.087616,-9.110157,POINT (-64.08761596679688 -9.110157012939453)
20192972051400,20192972052000,2019,297,20,51,-55.54898,-11.848133,POINT (-55.54898071289062 -11.8481330871582)
20192972051400,20192972052000,2019,297,20,51,-76.26527,3.346056,POINT (-76.26526641845703 3.34605598449707)
20192972051400,20192972052000,2019,297,20,51,-91.1914,18.939932,POINT (-91.19139862060547 18.93993186950684)
20192972051400,20192972052000,2019,297,20,51,-52.98392,-9.086825,POINT (-52.98392105102539 -9.086825370788574)
20192972051400,20192972052000,2019,297,20,51,-49.659893,-13.72761,POINT (-49.65989303588867 -13.72760963439941)
20192972051400,20192972052000,2019,297,20,51,-45.56765,-22.115437,POINT (-45.56764984130859 -22.11543655395508)
20192972051400,20192972052000,2019,297,20,51,-48.286198,-7.6301937,POINT (-48.28619766235352 -7.630193710327148)
20192972051400,20192972052000,2019,297,20,51,-68.63699,7.171778,POINT (-68.63699340820312 7.171778202056885)
20192972051400,20192972052000,2019,297,20,51,-56.951733,-13.263315,POINT (-56.95173263549805 -13.26331520080566)
20192972051400,20192972052000,2019,297,20,51,-62.597176,-12.080059,POINT (-62.59717559814453 -12.08005905151367)
20192972051400,20192972052000,2019,297,20,51,-79.90103,21.642609,POINT (-79.90103149414062 21.64260864257812)
20192972051400,20192972052000,2019,297,20,51,-51.077904,-14.02598,POINT (-51.07790374755859 -14.02597999572754)
20192972051400,20192972052000,2019,297,20,51,-63.022087,-34.736557,POINT (-63.02208709716797 -34.73655700683594)
20192972051400,20192972052000,2019,297,20,51,-61.161934,-10.052823,POINT (-61.16193389892578 -10.05282306671143)
20192972051400,20192972052000,2019,297,20,51,-55.359253,-11.409305,POINT (-55.3592529296875 -11.40930461883545)
20192972051400,20192972052000,2019,297,20,51,-71.718666,22.910568,POINT (-71.71866607666016 22.91056823730469)
20192972051400,20192972052000,2019,297,20,51,-46.16038,-2.3463464,POINT (-46.16038131713867 -2.346346378326416)
20192972051400,20192972052000,2019,297,20,51,-91.83105,25.784838,POINT (-91.83104705810547 25.78483772277832)
20192972051400,20192972052000,2019,297,20,51,-97.442245,32.331112,POINT (-97.44224548339844 32.33111190795898)
20192972051400,20192972052000,2019,297,20,51,-49.664036,-19.0705,POINT (-49.66403579711914 -19.07049942016602)
20192972051400,20192972052000,2019,297,20,51,-63.423996,-34.221973,POINT (-63.42399597167969 -34.22197341918945)
20192972051400,20192972052000,2019,297,20,51,-97.638466,31.989422,POINT (-97.63846588134766 31.98942184448242)
20192972051400,20192972052000,2019,297,20,51,-55.612534,-14.432174,POINT (-55.61253356933594 -14.43217372894287)
20192972051400,20192972052000,2019,297,20,51,-44.547726,-30.570063,POINT (-44.54772567749023 -30.5700626373291)
20192972051400,20192972052000,2019,297,20,51,-57.06853,-3.8701847,POINT (-57.06853103637695 -3.870184659957886)
20192972051400,20192972052000,2019,297,20,51,-69.945625,-9.557391,POINT (-69.94562530517578 -9.557391166687012)
20192972051400,20192972052000,2019,297,20,51,-67.84964,-11.148902,POINT (-67.84963989257812 -11.14890193939209)
20192972051400,20192972052000,2019,297,20,51,-72.74863,11.228624,POINT (-72.74862670898438 11.22862434387207)
20192972051400,20192972052000,2019,297,20,51,-59.909588,-2.9723506,POINT (-59.90958786010742 -2.972350597381592)
20192972051400,20192972052000,2019,297,20,51,-51.39524,-17.637882,POINT (-51.39524078369141 -17.63788223266602)
20192972051400,20192972052000,2019,297,20,51,-46.59897,-21.316236,POINT (-46.59896850585938 -21.31623649597168)
20192972051400,20192972052000,2019,297,20,51,-62.042263,-13.044145,POINT (-62.04226303100586 -13.04414463043213)
20192972051400,20192972052000,2019,297,20,51,-45.649242,-22.18292,POINT (-45.64924240112305 -22.18292045593262)
20192972051400,20192972052000,2019,297,20,51,-48.176674,-27.473974,POINT (-48.17667388916016 -27.47397422790527)
20192972051400,20192972052000,2019,297,20,51,-72.27836,19.60322,POINT (-72.27835845947266 19.60321998596191)
20192972051400,20192972052000,2019,297,20,51,-51.58277,-14.13474,POINT (-51.58277130126953 -14.13473987579346)
20192972051400,20192972052000,2019,297,20,51,-59.676376,1.4073892,POINT (-59.67637634277344 1.407389163970947)
20192972051400,20192972052000,2019,297,20,51,-52.824337,-9.331066,POINT (-52.82433700561523 -9.331066131591797)
20192972051400,20192972052000,2019,297,20,51,-82.06804,22.82107,POINT (-82.06803894042969 22.82106971740723)
20192972051400,20192972052000,2019,297,20,51,-64.89438,-2.8466194,POINT (-64.89437866210938 -2.846619367599487)
20192972051400,20192972052000,2019,297,20,51,-50.430164,-13.639356,POINT (-50.4301643371582 -13.63935565948486)
20192972051400,20192972052000,2019,297,20,51,-64.556046,-32.78415,POINT (-64.55604553222656 -32.78414916992188)
20192972051400,20192972052000,2019,297,20,51,-68.50579,18.608753,POINT (-68.50579071044922 18.6087532043457)
20192972051400,20192972052000,2019,297,20,51,-55.667156,-11.918693,POINT (-55.66715621948242 -11.91869258880615)
20192972051400,20192972052000,2019,297,20,51,-50.508175,-18.238403,POINT (-50.50817489624023 -18.2384033203125)
20192972051400,20192972052000,2019,297,20,51,-62.983242,5.6718106,POINT (-62.98324203491211 5.671810626983643)
20192972051400,20192972052000,2019,297,20,51,-80.25398,17.495102,POINT (-80.25398254394531 17.49510192871094)
20192972051400,20192972052000,2019,297,20,51,-49.10121,-20.058027,POINT (-49.10121154785156 -20.05802726745605)
20192972051400,20192972052000,2019,297,20,51,-64.934654,-32.86517,POINT (-64.93465423583984 -32.86516952514648)
20192972051400,20192972052000,2019,297,20,51,-84.82617,11.481577,POINT (-84.826171875 11.48157691955566)
20192972051400,20192972052000,2019,297,20,51,-78.52617,18.218824,POINT (-78.52616882324219 18.21882438659668)
20192972051400,20192972052000,2019,297,20,51,-71.832504,4.129722,POINT (-71.83250427246094 4.129722118377686)
20192972051400,20192972052000,2019,297,20,51,-42.66727,-14.928635,POINT (-42.66727066040039 -14.92863464355469)
20192972051400,20192972052000,2019,297,20,51,-62.57681,-12.339102,POINT (-62.57680892944336 -12.33910179138184)
20192972051400,20192972052000,2019,297,20,51,-69.06025,10.842244,POINT (-69.06024932861328 10.84224414825439)
20192972051400,20192972052000,2019,297,20,51,-51.50077,-10.661366,POINT (-51.50077056884766 -10.66136646270752)
20192972051400,20192972052000,2019,297,20,51,-46.16121,-11.726037,POINT (-46.16120910644531 -11.72603702545166)
20192972051400,20192972052000,2019,297,20,51,-62.723297,-35.10857,POINT (-62.72329711914062 -35.10857009887695)
20192972051400,20192972052000,2019,297,20,51,-98.5097,31.053862,POINT (-98.50969696044922 31.05386161804199)
20192972051400,20192972052000,2019,297,20,51,-61.234608,-10.060304,POINT (-61.2346076965332 -10.06030368804932)
20192972051400,20192972052000,2019,297,20,51,-71.08006,18.729986,POINT (-71.08006286621094 18.7299861907959)
20192972051400,20192972052000,2019,297,20,51,-45.713886,-30.555859,POINT (-45.71388626098633 -30.55585861206055)
20192972051400,20192972052000,2019,297,20,51,-64.43469,-10.182772,POINT (-64.4346923828125 -10.18277168273926)
20192972051400,20192972052000,2019,297,20,51,-53.445213,-11.797498,POINT (-53.44521331787109 -11.79749774932861)
20192972051400,20192972052000,2019,297,20,51,-56.95601,-12.891147,POINT (-56.95600891113281 -12.89114665985107)
20192972051400,20192972052000,2019,297,20,51,-76.54094,2.9041834,POINT (-76.54093933105469 2.904183387756348)
20192972051400,20192972052000,2019,297,20,51,-65.17051,3.2511892,POINT (-65.17050933837891 3.251189231872559)
20192972051400,20192972052000,2019,297,20,51,-48.19754,-7.584642,POINT (-48.19754028320312 -7.584641933441162)
20192972051400,20192972052000,2019,297,20,51,-73.505295,11.446108,POINT (-73.50529479980469 11.44610786437988)
20192972051400,20192972052000,2019,297,20,51,-63.736813,-33.82114,POINT (-63.73681259155273 -33.82114028930664)
20192972051400,20192972052000,2019,297,20,51,-56.846916,-13.6662855,POINT (-56.84691619873047 -13.66628551483154)
20192972051400,20192972052000,2019,297,20,51,-103.77219,25.461454,POINT (-103.7721862792969 25.46145439147949)
20192972051400,20192972052000,2019,297,20,51,-85.323715,10.563272,POINT (-85.32371520996094 10.56327247619629)
20192972051400,20192972052000,2019,297,20,51,-67.50659,-10.602944,POINT (-67.506591796875 -10.60294437408447)
20192972051400,20192972052000,2019,297,20,51,-52.98117,-15.577417,POINT (-52.98117065429688 -15.57741737365723)
20192972051400,20192972052000,2019,297,20,51,-63.990448,-33.109783,POINT (-63.99044799804688 -33.10978317260742)
20192972051400,20192972052000,2019,297,20,51,-64.124794,-9.332681,POINT (-64.12479400634766 -9.332680702209473)
20192972051400,20192972052000,2019,297,20,51,-49.64351,-14.090203,POINT (-49.64350891113281 -14.09020328521729)
20192972051400,20192972052000,2019,297,20,51,-41.983147,-15.518178,POINT (-41.98314666748047 -15.51817798614502)
20192972051400,20192972052000,2019,297,20,51,-53.535107,-11.8252,POINT (-53.53510665893555 -11.82520008087158)
20192972051400,20192972052000,2019,297,20,51,-52.697243,-9.481613,POINT (-52.69724273681641 -9.481613159179688)
20192972051400,20192972052000,2019,297,20,51,-48.304726,-27.479973,POINT (-48.30472564697266 -27.47997283935547)
20192972051400,20192972052000,2019,297,20,51,-97.82211,28.322535,POINT (-97.82211303710938 28.32253456115723)
20192972051400,20192972052000,2019,297,20,51,-40.506268,-15.8159075,POINT (-40.50626754760742 -15.81590747833252)
20192972051400,20192972052000,2019,297,20,51,-46.569996,-21.292809,POINT (-46.56999588012695 -21.29280853271484)
20192972051400,20192972052000,2019,297,20,51,-66.53469,-17.649826,POINT (-66.53469085693359 -17.64982604980469)
20192972051400,20192972052000,2019,297,20,51,-97.836174,32.725517,POINT (-97.83617401123047 32.72551727294922)
20192972051400,20192972052000,2019,297,20,51,-67.725,-33.82384,POINT (-67.72499847412109 -33.8238410949707)
20192972051400,20192972052000,2019,297,20,51,-68.369576,18.507961,POINT (-68.36957550048828 18.50796127319336)
20192972051400,20192972052000,2019,297,20,51,-50.81054,-12.296811,POINT (-50.81053924560547 -12.2968111038208)
20192972051400,20192972052000,2019,297,20,51,-101.36974,18.80238,POINT (-101.369743347168 18.8023796081543)
20192972051400,20192972052000,2019,297,20,51,-69.04581,-9.441121,POINT (-69.04580688476562 -9.441121101379395)
20192972051400,20192972052000,2019,297,20,51,-64.025566,-9.16704,POINT (-64.02556610107422 -9.16703987121582)
20192972051400,20192972052000,2019,297,20,51,-77.23545,19.907806,POINT (-77.23545074462891 19.90780639648438)
20192972051400,20192972052000,2019,297,20,51,-46.22979,-9.934196,POINT (-46.22978973388672 -9.934196472167969)
20192972051400,20192972052000,2019,297,20,51,-51.74787,-14.099222,POINT (-51.74787139892578 -14.09922218322754)
20192972051400,20192972052000,2019,297,20,51,-63.12244,-34.983517,POINT (-63.12244033813477 -34.98351669311523)
20192972051400,20192972052000,2019,297,20,51,-85.92919,15.531921,POINT (-85.92919158935547 15.53192138671875)
20192972051400,20192972052000,2019,297,20,51,-46.71724,-21.285795,POINT (-46.71723937988281 -21.28579521179199)
20192972051400,20192972052000,2019,297,20,51,-62.065742,-12.909821,POINT (-62.06574249267578 -12.90982055664062)
20192972051400,20192972052000,2019,297,20,51,-50.306805,-12.15917,POINT (-50.30680465698242 -12.15917015075684)
20192972051400,20192972052000,2019,297,20,51,-75.35244,-10.111834,POINT (-75.35243988037109 -10.1118335723877)
20192972051400,20192972052000,2019,297,20,51,-28.63416,31.085817,POINT (-28.63415908813477 31.08581733703613)
20192972051400,20192972052000,2019,297,20,51,-56.81031,-12.251111,POINT (-56.81031036376953 -12.25111103057861)
20192972051400,20192972052000,2019,297,20,51,-47.755497,-6.837762,POINT (-47.75549697875977 -6.837761878967285)
20192972051400,20192972052000,2019,297,20,51,-48.232822,-27.48302,POINT (-48.23282241821289 -27.4830207824707)
20192972051400,20192972052000,2019,297,20,51,-46.754086,-21.40836,POINT (-46.75408554077148 -21.40835952758789)
20192972051400,20192972052000,2019,297,20,51,-47.005444,-21.375399,POINT (-47.00544357299805 -21.37539863586426)
20192972051400,20192972052000,2019,297,20,51,-52.87723,-9.312458,POINT (-52.87723159790039 -9.312458038330078)
20192972051400,20192972052000,2019,297,20,51,-68.07215,18.696194,POINT (-68.07215118408203 18.69619369506836)
20192972051400,20192972052000,2019,297,20,51,-62.690742,-11.813186,POINT (-62.69074249267578 -11.8131856918335)
20192972051400,20192972052000,2019,297,20,51,-53.461224,-11.711179,POINT (-53.46122360229492 -11.71117877960205)
20192972051400,20192972052000,2019,297,20,51,-49.65656,-19.14967,POINT (-49.65655899047852 -19.1496696472168)
20192972051400,20192972052000,2019,297,20,51,-66.397995,-34.63981,POINT (-66.39799499511719 -34.63980865478516)
20192972051400,20192972052000,2019,297,20,51,-62.708595,-34.912354,POINT (-62.70859527587891 -34.912353515625)
20192972051400,20192972052000,2019,297,20,51,-72.15511,19.74641,POINT (-72.15511322021484 19.74641036987305)
20192972051400,20192972052000,2019,297,20,51,-76.48756,-7.8805494,POINT (-76.48755645751953 -7.880549430847168)
20192972051400,20192972052000,2019,297,20,51,-72.517845,19.833086,POINT (-72.51784515380859 19.83308601379395)
20192972051400,20192972052000,2019,297,20,51,-76.88683,2.0049675,POINT (-76.88683319091797 2.004967451095581)
20192972051400,20192972052000,2019,297,20,51,-55.017593,-10.596606,POINT (-55.01759338378906 -10.59660625457764)
20192972051400,20192972052000,2019,297,20,51,-72.77139,11.345394,POINT (-72.77139282226562 11.34539413452148)
