start_scan,end_scan,year,julian_day,hour,minute,flash_lon,flash_lat,geometry
20192970900000,20192970900200,2019,297,09,00,-85.22365,9.23999,POINT (-85.22364807128906 9.239990234375)
20192970900000,20192970900200,2019,297,09,00,-69.0749,19.38008,POINT (-69.07489776611328 19.38007926940918)
20192970900000,20192970900200,2019,297,09,00,-98.86788,15.565909,POINT (-98.86788177490234 15.56590938568115)
20192970900000,20192970900200,2019,297,09,00,-59.582054,1.9036148,POINT (-59.58205413818359 1.90361475944519)
20192970900000,20192970900200,2019,297,09,00,-71.873924,11.055041,POINT (-71.87392425537109 11.05504131317139)
20192970900000,20192970900200,2019,297,09,00,-69.83948,0.4691326,POINT (-69.8394775390625 0.4691326022148132)
20192970900000,20192970900200,2019,297,09,00,-62.592175,-15.232247,POINT (-62.5921745300293 -15.2322473526001)
20192970900000,20192970900200,2019,297,09,00,-74.83913,8.460462,POINT (-74.83912658691406 8.460461616516113)
20192970900000,20192970900200,2019,297,09,00,-37.481808,28.78581,POINT (-37.48180770874023 28.78581047058105)
20192970900000,20192970900200,2019,297,09,00,-66.97765,17.288736,POINT (-66.97765350341797 17.28873634338379)
20192970900000,20192970900200,2019,297,09,00,-68.855354,1.2235512,POINT (-68.85535430908203 1.223551154136658)
20192970900000,20192970900200,2019,297,09,00,-61.634567,-16.985989,POINT (-61.63456726074219 -16.98598861694336)
20192970900000,20192970900200,2019,297,09,00,-65.521164,-2.4076242,POINT (-65.52116394042969 -2.407624244689941)
20192970900000,20192970900200,2019,297,09,00,-74.623215,4.1864796,POINT (-74.62321472167969 4.186479568481445)
20192970900000,20192970900200,2019,297,09,00,-80.57991,13.70291,POINT (-80.57991027832031 13.70291042327881)
20192970900000,20192970900200,2019,297,09,00,-66.57315,17.29587,POINT (-66.57315063476562 17.29586982727051)
20192970900000,20192970900200,2019,297,09,00,-66.821724,-6.925908,POINT (-66.82172393798828 -6.925908088684082)
20192970900000,20192970900200,2019,297,09,00,-66.0029,7.8982615,POINT (-66.00289916992188 7.898261547088623)
20192970900000,20192970900200,2019,297,09,00,-91.52651,22.010265,POINT (-91.52651214599609 22.0102653503418)
