start_scan,end_scan,year,julian_day,hour,minute,state,min,mean,std,max,timestamp
20193390710198,20193390719518,2019,339,07,10,ACRE,269.30950927734375,294.1150817871094,3.3882133960723877,297.33221435546875,1575540600
20193390710198,20193390719518,2019,339,07,10,ALAGOAS,230.962646484375,279.7789001464844,12.314167022705078,293.0304870605469,1575540600
20193390710198,20193390719518,2019,339,07,10,AMAZONAS,228.9346923828125,284.5835266113281,11.362401962280273,297.33221435546875,1575540600
20193390710198,20193390719518,2019,339,07,10,AMAPA,274.4715881347656,291.5868225097656,2.1095287799835205,295.8573303222656,1575540600
20193390710198,20193390719518,2019,339,07,10,BAHIA,210.49868774414062,268.478759765625,21.225927352905273,293.3377685546875,1575540600
20193390710198,20193390719518,2019,339,07,10,CEARA,197.10186767578125,270.1818542480469,25.959909439086914,292.9690246582031,1575540600
20193390710198,20193390719518,2019,339,07,10,DISTRITO FEDERAL,241.40969848632812,288.2672424316406,8.198182106018066,293.5221252441406,1575540600
20193390710198,20193390719518,2019,339,07,10,ESPIRITO SANTO,278.9576721191406,286.6733703613281,3.935555934906006,292.10870361328125,1575540600
20193390710198,20193390719518,2019,339,07,10,GOIAS,215.10768127441406,285.89892578125,13.577312469482422,294.6897277832031,1575540600
20193390710198,20193390719518,2019,339,07,10,MARANHAO,210.00704956054688,264.7584228515625,20.58778190612793,293.8908386230469,1575540600
20193390710198,20193390719518,2019,339,07,10,MINAS GERAIS,210.49868774414062,283.02313232421875,16.99806785583496,294.3210144042969,1575540600
20193390710198,20193390719518,2019,339,07,10,MATO GROSSO DO SUL,279.3878479003906,290.58941650390625,3.9376730918884277,295.7958984375,1575540600
20193390710198,20193390719518,2019,339,07,10,MATO GROSSO,207.4874725341797,284.3681640625,14.590901374816895,295.9802551269531,1575540600
20193390710198,20193390719518,2019,339,07,10,PARA,207.4874725341797,281.4659729003906,17.28208351135254,295.8573303222656,1575540600
20193390710198,20193390719518,2019,339,07,10,PARAIBA,258.9853515625,291.9953918457031,2.0776567459106445,293.27630615234375,1575540600
20193390710198,20193390719518,2019,339,07,10,PERNAMBUCO,197.10186767578125,273.5293273925781,26.515777587890625,294.01373291015625,1575540600
20193390710198,20193390719518,2019,339,07,10,PIAUI,212.95681762695312,267.248291015625,16.751129150390625,292.10870361328125,1575540600
20193390710198,20193390719518,2019,339,07,10,PARANA,278.896240234375,290.79339599609375,2.815049171447754,294.01373291015625,1575540600
20193390710198,20193390719518,2019,339,07,10,RIO DE JANEIRO,279.14202880859375,288.46331787109375,3.743579387664795,292.4774169921875,1575540600
20193390710198,20193390719518,2019,339,07,10,RIO GRANDE DO NORTE,206.87294006347656,279.8826904296875,23.590124130249023,293.27630615234375,1575540600
20193390710198,20193390719518,2019,339,07,10,RONDONIA,257.8791809082031,291.1287841796875,6.08840799331665,296.7791442871094,1575540600
20193390710198,20193390719518,2019,339,07,10,RORAIMA,204.414794921875,283.4536437988281,14.492866516113281,295.1813659667969,1575540600
20193390710198,20193390719518,2019,339,07,10,RIO GRANDE DO SUL,255.2366943359375,288.98785400390625,3.591639757156372,293.4606628417969,1575540600
20193390710198,20193390719518,2019,339,07,10,SANTA CATARINA,273.2425231933594,290.4325256347656,2.651801824569702,293.1534118652344,1575540600
20193390710198,20193390719518,2019,339,07,10,SERGIPE,226.23074340820312,268.8900146484375,19.205785751342773,292.3544921875,1575540600
20193390710198,20193390719518,2019,339,07,10,SAO PAULO,279.326416015625,289.9967956542969,3.296267509460449,294.44390869140625,1575540600
20193390710198,20193390719518,2019,339,07,10,TOCANTINS,207.4874725341797,256.5021057128906,19.06624984741211,293.0919494628906,1575540600
